period_key,period_label,model,total_return_pct,cagr_pct,mdd_pct,longest_recovery_days,underwater_pct,tail_cvar_5_pct,profit_factor
recent_cycle,SOXL 최근 구간 분석,alpha,55.52309679031373,115.56890793519128,-18.28939168745939,24,46.57534246575342,-6.600581887692313,61.952901778208094
recent_cycle,SOXL 최근 구간 분석,beta,57.52909690856933,120.42801557833522,-13.919409088216849,24,41.78082191780822,-5.9040474110583,7.224147503448425
recent_cycle,SOXL 최근 구간 분석,gamma,41.48969665527345,82.87465438756769,-10.648514518960061,24,41.78082191780822,-4.576006805530095,9.490558290075072
recent_cycle,SOXL 최근 구간 분석,buy_hold,88.47524812906096,201.1243760156572,-43.47342250643764,28,77.3972602739726,-14.427771330062802,
q1_2026,2026년 1분기 분석,alpha,14.305998039245615,74.18847885388733,-18.04710618643344,24,59.01639344262295,-8.106805675967758,51.309971899528755
q1_2026,2026년 1분기 분석,beta,17.664797935485833,96.43701967465093,-13.823477550360197,24,54.09836065573771,-6.986524884647364,5.749279853489887
q1_2026,2026년 1분기 분석,gamma,12.347998733520505,62.13429749960777,-10.392763084331847,24,54.09836065573771,-5.471143595857997,8.734550022884557
q1_2026,2026년 1분기 분석,buy_hold,0.7408942880724467,3.1112137363072945,-43.47342250643763,24,78.68852459016394,-14.039431781159706,
